state_abr,fips,county,square_km,lat,lng
AK,2130,Ketchikan Gateway,"17.232,65",55.449938,-131.106685
AK,2275,Wrangell,"8.966,69",56.279121,-132.040326
AK,2198,Prince of Wales-Hyder,"19.899,61",55.415683,-132.875734
AK,2195,Petersburg,"14.721,66",56.639612,-133.527996
AK,2110,Juneau,"8.427,54",58.3727,-134.178781
AK,2105,Hoonah-Angoon,"28.267,52",58.076434,-135.1851
AK,2220,Sitka,"12.461,55",57.142509,-135.332624
AK,2230,Skagway,"1.201,85",59.575097,-135.335418
AK,2100,Haines,"7.059,02",59.099905,-135.578102
AK,2282,Yakutat,"24.508,71",59.999083,-140.239593
AK,2240,Southeast Fairbanks,"64.903,71",63.864997,-143.218628
AK,2261,Valdez-Cordova,"104.480,57",61.34984,-145.023141
AK,290,Fairbanks North Star,"19.279,06",64.690832,-146.599867
AK,220,Anchorage,"5.078,97",61.177549,-149.274354
AK,2170,Matanuska-Susitna,"65.416,90",62.182174,-149.407974
AK,268,Denali,"33.092,07",63.682732,-150.026719
AK,2290,Yukon-Koyukuk,"382.812,22",65.376131,-151.576855
AK,2122,Kenai Peninsula,"64.108,21",60.366373,-152.321973
AK,2185,North Slope,"245.521,23",69.449343,-153.47283
AK,2150,Kodiak Island,"31.136,39",57.553611,-153.630911
AK,2164,Lake and Peninsula,"85.268,88",58.205065,-156.705188
AK,260,Bristol Bay,"2.298,78",58.731373,-156.986612
AK,270,Dillingham,"54.170,14",59.824816,-158.602233
AK,2188,Northwest Arctic,"105.539,25",67.005066,-160.021086
AK,250,Bethel,"117.855,35",60.928916,-160.15335
AK,213,Aleutians East,"38.875,36",55.243722,-161.950749
AK,2270,Wade Hampton,"50.952,71",62.283174,-163.19095
AK,2180,Nome ,"73.238,70",64.783686,-164.188912
AK,216,Aleutians West,"36.561,41",51.959447,-178.338813
AL,1113,Russell,"1.676,22",32.289811,-85.18698
AL,167,Henry,"1.471,91",31.516978,-85.239971
AL,169,Houston,"1.506,48",31.158193,-85.296398
AL,181,Lee,"1.595,04",32.604064,-85.353048
AL,117,Chambers,"1.562,06",32.917943,-85.391812
AL,15,Barbour,"2.342,68",31.87067,-85.405456
AL,1111,Randolph,"1.512,90",33.296475,-85.464068
AL,129,Cleburne,"1.453,02",33.671981,-85.516109
AL,145,Dale,"1.457,39",31.430654,-85.609476
AL,119,Cherokee,"1.553,94",34.069515,-85.654242
AL,187,Macon,"1.588,20",32.387027,-85.692887
AL,111,Bullock,"1.619,11",32.101759,-85.717261
AL,1123,Tallapoosa,"1.984,59",32.863369,-85.799553
AL,149,DeKalb,"2.016,79",34.460929,-85.803992
AL,115,Calhoun,"1.585,81",33.771706,-85.822513
AL,161,Geneva,"1.499,48",31.090866,-85.824346
AL,127,Clay,"1.569,54",33.267809,-85.862051
AL,1109,Pike,"1.743,08",31.798726,-85.941997
AL,171,Jackson,"2.918,32",34.763522,-85.9774
AL,131,Coffee,"1.762,47",31.402183,-85.989201
AL,155,Etowah,"1.420,94",34.047638,-86.03442
AL,151,Elmore,"1.701,73",32.597229,-86.142739
AL,1121,Talladega,"1.969,18",33.369277,-86.175805
AL,1101,Montgomery,"2.071,76",32.203651,-86.203831
AL,137,Coosa,"1.725,84",32.931445,-86.243482
AL,1115,St. Clair,"1.692,92",33.712963,-86.315663
AL,141,Crenshaw,"1.582,26",31.732826,-86.319222
AL,195,Marshall,"1.614,03",34.309564,-86.321668
AL,139,Covington,"2.703,40",31.243987,-86.448721
AL,189,Madison,"2.104,89",34.764238,-86.55108
AL,19,Blount,"1.685,12",33.977448,-86.567246
AL,11,Autauga,"1.565,36",32.536382,-86.64449
AL,185,Lowndes,"1.877,92",32.147888,-86.650586
AL,1117,Shelby,"2.096,66",33.262937,-86.678104
AL,113,Butler,"2.014,70",31.751667,-86.681969
AL,121,Chilton,"1.815,07",32.85406,-86.726628
AL,1103,Morgan,"1.551,54",34.454484,-86.846402
AL,143,Cullman,"1.955,50",34.131923,-86.869267
AL,173,Jefferson,"2.910,67",33.553444,-86.896536
AL,183,Limestone,"1.572,61",34.810239,-86.9814
AL,135,Conecuh,"2.208,54",31.428293,-86.992029
AL,147,Dallas,"2.573,94",32.33354,-87.114356
AL,17,Bibb,"1.621,77",33.015893,-87.127148
AL,153,Escambia,"2.468,62",31.121748,-87.168429
AL,1105,Perry,"1.874,84",32.639005,-87.293827
AL,1127,Walker,"2.085,44",33.791571,-87.301092
AL,1131,Wilcox,"2.350,19",31.99033,-87.302205
AL,179,Lawrence,"1.857,54",34.529776,-87.321865
AL,1133,Winston,"1.636,53",34.155888,-87.364147
AL,199,Monroe,"2.679,13",31.580332,-87.383266
AL,1125,Tuscaloosa,"3.499,73",33.290202,-87.52286
AL,165,Hale,"1.700,33",32.752796,-87.623061
AL,177,Lauderdale,"1.867,36",34.904122,-87.650997
AL,13,Baldwin,"5.250,71",30.659218,-87.746067
AL,157,Fayette,"1.630,02",33.732249,-87.752049
AL,191,Marengo,"2.545,11",32.247591,-87.791091
AL,133,Colbert,"1.611,31",34.703112,-87.801457
AL,125,Clarke,"3.244,15",31.685521,-87.818624
AL,159,Franklin,"1.674,49",34.441988,-87.842815
AL,193,Marion,"1.925,84",34.138219,-87.881551
AL,163,Greene,"1.709,24",32.844497,-87.964201
AL,175,Lamar,"1.568,15",33.787085,-88.087431
AL,1107,Pickens,"2.305,42",33.296809,-88.096878
AL,197,Mobile,"4.257,97",30.684573,-88.196568
AL,1119,Sumter,"2.365,49",32.597481,-88.200057
AL,1129,Washington,"2.819,37",31.406974,-88.202078
AL,123,Choctaw,"2.385,01",31.991008,-88.248887
AR,593,Mississippi,"2.382,30",35.766943,-90.052209
AR,535,Crittenden,"1.648,21",35.211878,-90.315331
AR,521,Clay,"1.661,31",36.367302,-90.418704
AR,555,Greene,"1.501,06",36.119922,-90.565241
AR,531,Craighead,"1.845,82",35.828268,-90.630411
AR,5111,Poinsett,"1.977,74",35.568981,-90.680595
AR,5123,St. Francis,"1.664,10",35.014438,-90.742199
AR,537,Cross,"1.611,77",35.291259,-90.773894
AR,577,Lee,"1.604,50",34.77975,-90.779288
AR,5107,Phillips,"1.883,81",34.425842,-90.848386
AR,5121,Randolph,"1.699,13",36.341299,-91.028441
AR,575,Lawrence,"1.534,16",36.041098,-91.101153
AR,595,Monroe,"1.609,15",34.679513,-91.203314
AR,567,Jackson,"1.661,48",35.596605,-91.223178
AR,5147,Woodruff,"1.538,49",35.189071,-91.244418
AR,541,Desha,"2.122,56",33.828748,-91.244427
AR,517,Chicot,"1.789,13",33.267139,-91.297158
AR,51,Arkansas,"2.677,40",34.289574,-91.376547
AR,5135,Sharp,"1.570,66",36.173399,-91.471069
AR,5117,Prairie,"1.749,83",34.828225,-91.5572
AR,563,Independence,"1.998,22",35.737499,-91.559942
AR,543,Drew,"2.164,35",33.587242,-91.722778
AR,579,Lincoln,"1.481,95",33.957665,-91.727624
AR,5145,White,"2.699,14",35.254722,-91.753158
AR,53,Ashley,"2.435,95",33.190835,-91.772267
AR,549,Fulton,"1.606,64",36.383443,-91.819239
AR,585,Lonoke,"2.079,35",34.755114,-91.894132
AR,565,Izard,"1.512,60",36.094879,-91.913625
AR,569,Jefferson,"2.366,67",34.277696,-91.930701
AR,523,Cleburne,"1.533,07",35.566288,-92.059974
AR,5137,Stone,"1.578,42",35.856989,-92.140494
AR,511,Bradley,"1.691,05",33.463819,-92.168164
AR,525,Cleveland,"1.550,75",33.893201,-92.188714
AR,5119,Pulaski,"2.091,84",34.773988,-92.316515
AR,545,Faulkner,"1.719,94",35.146356,-92.324654
AR,55,Baxter,"1.519,59",36.28071,-92.330438
AR,553,Grant,"1.639,28",34.288063,-92.423984
AR,513,Calhoun,"1.637,94",33.56046,-92.513879
AR,5141,Van Buren,"1.875,89",35.582959,-92.515977
AR,5139,Union,"2.732,95",33.168219,-92.598145
AR,539,Dallas,"1.730,39",33.967823,-92.653999
AR,5125,Saline,"1.891,96",34.648525,-92.674463
AR,589,Marion,"1.658,42",36.266656,-92.678588
AR,529,Conway,"1.467,66",35.265702,-92.689248
AR,5129,Searcy,"1.731,43",35.90966,-92.699351
AR,5103,Ouachita,"1.915,95",33.591158,-92.878418
AR,5105,Perry,"1.451,78",34.946363,-92.926877
AR,559,Hot Spring,"1.611,42",34.315177,-92.944147
AR,5115,Pope,"2.151,70",35.455297,-93.031535
AR,59,Boone,"1.558,74",36.304308,-93.079204
AR,551,Garland,"1.902,66",34.578861,-93.146915
AR,519,Clark,"2.286,52",34.053312,-93.176205
AR,5101,Newton,"2.132,04",35.910063,-93.215084
AR,527,Columbia,"1.985,88",33.21507,-93.226901
AR,599,Nevada,"1.607,45",33.666699,-93.305072
AR,5149,Yell,"2.457,53",34.997713,-93.408303
AR,571,Johnson,"1.768,30",35.573359,-93.466322
AR,515,Carroll,"1.654,48",36.337774,-93.541663
AR,573,Lafayette,"1.411,75",33.24066,-93.611643
AR,5109,Pike,"1.590,59",34.158191,-93.658659
AR,597,Montgomery,"2.072,74",34.545652,-93.664147
AR,557,Hempstead,"1.919,64",33.728611,-93.665809
AR,583,Logan,"1.894,73",35.21855,-93.720563
AR,587,Madison,"2.168,03",36.012545,-93.724053
AR,547,Franklin,"1.604,87",35.508573,-93.887672
AR,591,Miller,"1.651,50",33.305505,-93.901509
AR,561,Howard,"1.541,86",34.083179,-93.990988
AR,5127,Scott,"2.326,00",34.858869,-94.063641
AR,5143,Washington,"2.466,73",35.971209,-94.218417
AR,581,Little River,"1.462,74",33.699497,-94.229774
AR,5113,Polk,"2.233,77",34.490915,-94.230884
AR,533,Crawford,"1.564,98",35.583041,-94.236224
AR,5133,Sevier,"1.505,50",33.994608,-94.24329
AR,57,Benton,"2.289,31",36.337825,-94.256187
AR,5131,Sebastian,"1.414,55",35.196981,-94.274989
AZ,411,Greenlee,"4.787,42",33.238872,-109.242323
AZ,41,Apache,"29.055,62",35.385845,-109.493747
AZ,43,Cochise,"16.106,09",31.881793,-109.75412
AZ,49,Graham,"12.020,31",32.931828,-109.87831
AZ,417,Navajo,"25.795,55",35.390934,-110.320908
AZ,47,Gila,"12.420,10",33.789618,-110.81187
AZ,423,Santa Cruz,"3.206,69",31.525904,-110.84519
AZ,421,Pinal,"13.919,20",32.91891,-111.367257
AZ,45,Coconino,"48.332,65",35.829692,-111.773728
AZ,419,Pima,"23.799,65",32.128237,-111.783018
AZ,413,Maricopa,"23.891,06",33.346541,-112.495534
AZ,425,Yavapai,"21.051,27",34.630044,-112.573745
AZ,415,Mohave,"34.862,92",35.717705,-113.749689
AZ,427,Yuma,"14.294,43",32.773942,-113.910905
AZ,412,La Paz,"11.690,57",33.727625,-114.038793
CA,625,Imperial,"11.607,60",33.040816,-115.355395
CA,665,Riverside,"18.915,77",33.729828,-116.002239
CA,671,San Bernardino,"52.071,26",34.85722,-116.181197
CA,673,San Diego,"11.721,47",33.023604,-116.776117
CA,627,Inyo,"26.487,56",36.561977,-117.403927
CA,659,Orange,"2.455,48",33.675687,-117.777207
CA,637,Los Angeles,"12.304,88",34.196398,-118.261862
CA,629,Kern,"21.141,14",35.346629,-118.729506
CA,6107,Tulare,"12.532,05",36.230453,-118.780542
CA,651,Mono,"8.111,52",37.915836,-118.875167
CA,6111,Ventura,"5.719,68",34.358742,-119.133143
CA,619,Fresno,"15.568,94",36.761006,-119.655019
CA,639,Madera,"5.576,94",37.210039,-119.749852
CA,63,Alpine,"1.924,83",38.61761,-119.798999
CA,631,Kings,"3.604,05",36.072478,-119.81553
CA,643,Mariposa,"3.788,69",37.570034,-119.91286
CA,6109,Tuolumne,"5.890,75",38.021451,-119.964708
CA,683,Santa Barbara,"9.813,67",34.537378,-120.038485
CA,679,San Luis Obispo,"9.364,22",35.385227,-120.44754
CA,691,Sierra,"2.492,11",39.576925,-120.521993
CA,617,El Dorado,"4.626,64",38.785532,-120.534398
CA,69,Calaveras,"2.685,63",38.187844,-120.555115
CA,635,Lassen,"12.225,05",40.721089,-120.629931
CA,65,Amador,"1.569,42",38.44355,-120.653856
CA,649,Modoc,"10.886,75",41.592919,-120.71837
CA,661,Placer,"3.891,34",39.062032,-120.722718
CA,647,Merced,"5.124,32",37.194806,-120.722802
CA,657,Nevada,"2.522,13",39.295191,-120.773446
CA,663,Plumas,"6.768,75",39.99517,-120.829516
CA,699,Stanislaus,"3.923,02",37.562384,-121.002656
CA,669,San Benito,"3.601,30",36.610702,-121.085296
CA,677,San Joaquin,"3.694,62",37.935034,-121.272237
CA,653,Monterey,"9.767,42",36.240107,-121.315573
CA,667,Sacramento,"2.574,49",38.450011,-121.340441
CA,6115,Yuba,"1.667,45",39.270026,-121.34428
CA,67,Butte,"4.343,75",39.665959,-121.601919
CA,685,Santa Clara,"3.377,52",37.220777,-121.690622
CA,6101,Sutter,"1.575,98",39.035257,-121.702758
CA,6113,Yolo,"2.651,00",38.679268,-121.903178
CA,61,Alameda,"2.127,23",37.648081,-121.913304
CA,695,Solano,"2.347,03",38.267226,-121.939594
CA,613,Contra Costa,"2.081,75",37.919479,-121.951543
CA,687,Santa Cruz,"1.572,56",37.012488,-122.007205
CA,689,Shasta,"9.964,78",40.760522,-122.04355
CA,6103,Tehama,"7.671,99",40.126156,-122.232276
CA,611,Colusa,"2.994,96",39.177739,-122.237563
CA,655,Napa,"2.042,42",38.507351,-122.325995
CA,681,San Mateo,"1.919,08",37.414664,-122.371542
CA,621,Glenn,"3.436,86",39.602546,-122.4017
CA,693,Siskiyou,"16.439,54",41.587986,-122.533287
CA,641,Marin,"2.145,01",38.051817,-122.745974
CA,633,Lake,"3.443,19",39.094802,-122.746757
CA,697,Sonoma,"4.578,96",38.532574,-122.945194
CA,675,San Francisco,"600,59",37.727239,-123.032229
CA,6105,Trinity,"8.307,64",40.647724,-123.114404
CA,645,Mendocino,"10.044,34",39.432388,-123.442881
CA,623,Humboldt,"10.495,30",40.706673,-123.925818
CA,615,Del Norte,"3.185,02",41.749903,-123.980998
CO,895,Phillips,"1.782,03",40.594712,-102.345105
CO,8115,Sedgwick,"1.422,95",40.871568,-102.355358
CO,899,Prowers,"4.258,78",37.958181,-102.392161
CO,8125,Yuma,"6.134,92",40.000631,-102.422649
CO,89,Baca,"6.623,48",37.303144,-102.535457
CO,863,Kit Carson,"5.598,75",39.30534,-102.603023
CO,817,Cheyenne,"4.613,88",38.835387,-102.604585
CO,861,Kiowa,"4.625,53",38.388466,-102.75621
CO,811,Bent,"3.991,39",37.931891,-103.077584
CO,875,Logan,"4.778,18",40.728091,-103.090464
CO,8121,Washington,"6.536,88",39.965413,-103.209605
CO,873,Lincoln,"6.698,80",38.99374,-103.507555
CO,889,Otero,"3.288,52",37.88417,-103.72126
CO,825,Crowley,"2.072,84",38.321956,-103.787562
CO,887,Morgan,"3.350,78",40.262354,-103.807092
CO,871,Las Animas,"12.368,09",37.318831,-104.04411
CO,839,Elbert,"4.794,11",39.310817,-104.117928
CO,85,Arapahoe,"2.086,07",39.644632,-104.331733
CO,81,Adams,"3.066,28",39.874325,-104.331872
CO,8123,Weld,"10.403,45",40.555794,-104.383649
CO,8101,Pueblo,"6.210,26",38.170658,-104.489893
CO,841,El Paso,"5.515,50",38.827383,-104.527472
CO,831,Denver,"400,494",39.761849,-104.880625
CO,835,Douglas,"2.183,02",39.326435,-104.926199
CO,855,Huerfano,"4.126,47",37.687815,-104.959928
CO,814,Broomfield,"87,024",39.953383,-105.052125
CO,8119,Teller,"1.447,71",38.871994,-105.182552
CO,859,Jefferson,"2.004,74",39.58646,-105.245601
CO,827,Custer,"1.916,40",38.101994,-105.373515
CO,813,Boulder,"1.917,55",40.094826,-105.398382
CO,843,Fremont,"3.972,86",38.455658,-105.421438
CO,823,Costilla,"3.186,62",37.277547,-105.42894
CO,869,Larimer,"6.821,91",40.663091,-105.482131
CO,847,Gilpin,"389,171",39.861082,-105.528947
CO,819,Clear Creek,"1.026,91",39.689403,-105.670791
CO,893,Park,"5.725,57",39.118914,-105.717648
CO,83,Alamosa,"1.873,45",37.568442,-105.788041
CO,849,Grand,"4.842,22",40.123289,-106.095876
CO,8117,Summit,"1.603,92",39.621023,-106.137555
CO,821,Conejos,"3.343,56",37.213407,-106.176447
CO,8109,Saguache,"8.210,90",38.033952,-106.246675
CO,815,Chaffee,"2.628,72",38.738246,-106.316972
CO,857,Jackson,"4.198,27",40.663432,-106.329248
CO,865,Lake,"994,319",39.204316,-106.349696
CO,8105,Rio Grande,"2.362,94",37.485763,-106.453214
CO,837,Eagle,"4.381,72",39.630638,-106.692944
CO,897,Pitkin,"2.520,56",39.217533,-106.915943
CO,879,Mineral,"2.273,19",37.651478,-106.9323
CO,8107,Routt,"6.133,45",40.48316,-106.985289
CO,87,Archuleta,"3.510,77",37.202395,-107.050863
CO,851,Gunnison,"8.442,40",38.669679,-107.078108
CO,853,Hinsdale,"2.908,99",37.811625,-107.383405
CO,8111,San Juan,"1.005,62",37.781075,-107.670257
CO,891,Ouray,"1.404,32",38.1506,-107.767133
CO,867,La Plata,"4.402,22",37.287367,-107.839718
CO,829,Delta,"2.974,86",38.861756,-107.864757
CO,845,Garfield,"7.655,58",39.599352,-107.90978
CO,8103,Rio Blanco,"8.347,05",39.972606,-108.200685
CO,881,Moffat,"12.304,81",40.573984,-108.204521
CO,885,Montrose,"5.808,30",38.413427,-108.263042
CO,8113,San Miguel,"3.337,52",38.009374,-108.427326
CO,877,Mesa,"8.653,47",39.019492,-108.461837
CO,833,Dolores,"2.766,37",37.747602,-108.530383
CO,883,Montezuma,"5.283,97",37.338025,-108.595786
CT,915,Windham,"1.350,52",41.824999,-71.990702
CT,911,New London,"1.998,69",41.47863,-72.103452
CT,913,Tolland,"1.080,15",41.858076,-72.340977
CT,97,Middlesex,"1.137,17",41.434525,-72.524227
CT,93,Hartford,"1.944,11",41.806053,-72.732916
CT,99,New Haven,"2.232,72",41.349717,-72.900204
CT,95,Litchfield,"2.446,41",41.791897,-73.235428
CT,91,Fairfield,"2.167,62",41.228103,-73.366757
DE,105,Sussex,"3.098,64",38.677511,-75.335495
DE,101,Kent,"2.067,67",39.097088,-75.502982
DE,103,New Castle,"1.279,46",39.575915,-75.644132
FL,1285,Martin,"1.949,82",27.079954,-80.398211
FL,12111,St. Lucie,"1.782,19",27.380775,-80.443364
FL,1299,Palm Beach,"6.171,97",26.645763,-80.448673
FL,1211,Broward,"3.426,20",26.19352,-80.476658
FL,1286,Miami-Dade,"6.296,73",25.610494,-80.499045
FL,1261,Indian River,"1.598,04",27.700638,-80.574803
FL,129,Brevard,"4.032,60",28.298276,-80.700384
FL,1293,Okeechobee,"2.310,03",27.385592,-80.887388
FL,12117,Seminole,"894,308",28.690079,-81.13198
FL,1297,Osceola,"3.900,28",28.059027,-81.139312
FL,1251,Hendry,"3.082,08",26.53934,-81.151584
FL,12127,Volusia,"3.709,99",29.057617,-81.161813
FL,1243,Glades,"2.555,93",26.95481,-81.19082
FL,1287,Monroe,"9.680,14",25.601043,-81.206777
FL,1235,Flagler,"1.478,43",29.474894,-81.286362
FL,1295,Orange,"2.598,43",28.514435,-81.323295
FL,1255,Highlands,"2.864,62",27.342627,-81.340921
FL,12109,St. Johns,"2.127,74",29.890593,-81.383914
FL,1221,Collier,"5.969,96",26.118713,-81.400884
FL,1231,Duval,"2.378,78",30.335245,-81.648113
FL,12105,Polk,"5.207,30",27.953115,-81.692783
FL,1269,Lake,"2.996,52",28.764113,-81.712282
FL,12107,Putnam,"2.141,72",29.606006,-81.740894
FL,1289,Nassau,"1.880,13",30.605926,-81.764929
FL,1227,DeSoto,"1.656,25",27.190581,-81.806253
FL,1249,Hardee,"1.653,29",27.492846,-81.82158
FL,1219,Clay,"1.666,78",29.987116,-81.858147
FL,1271,Lee,"3.140,26",26.552134,-81.89225
FL,1215,Charlotte,"2.222,99",26.868826,-81.940858
FL,1283,Marion,"4.306,14",29.202805,-82.0431
FL,12119,Sumter,"1.501,74",28.714294,-82.074715
FL,127,Bradford,"778,262",29.946934,-82.166796
FL,123,Baker,"1.525,43",30.324442,-82.302284
FL,1257,Hillsborough,"3.278,31",27.90659,-82.349568
FL,121,Alachua,"2.509,20",29.67574,-82.357221
FL,1281,Manatee,"2.312,03",27.481386,-82.365784
FL,12115,Sarasota,"1.878,63",27.184386,-82.365835
FL,12125,Union,"646,856",30.05428,-82.366918
FL,12101,Pasco,"2.249,29",28.302024,-82.455707
FL,1253,Hernando,"1.525,56",28.567911,-82.464835
FL,1217,Citrus,"2.002,82",28.843628,-82.524796
FL,1223,Columbia,"2.075,43",30.221305,-82.623127
FL,12103,Pinellas,"1.575,04",27.903122,-82.739518
FL,1275,Levy,"3.659,12",29.284409,-82.783483
FL,1241,Gilchrist,"920,064",29.723456,-82.795801
FL,1247,Hamilton,"1.344,35",30.491102,-82.951049
FL,12121,Suwannee,"1.792,94",30.189244,-82.992754
FL,1267,Lafayette,"1.419,08",29.990066,-83.17851
FL,1229,Dixie,"2.236,84",29.580899,-83.195666
FL,1279,Madison,"1.853,61",30.447228,-83.470437
FL,12123,Taylor,"3.191,39",30.016943,-83.616417
FL,1265,Jefferson,"1.648,62",30.424558,-83.890859
FL,1273,Leon,"1.817,63",30.45931,-84.2778
FL,12129,Wakulla,"1.905,52",30.140378,-84.375136
FL,1239,Gadsden,"1.368,88",30.57917,-84.612783
FL,1237,Franklin,"2.658,61",29.810176,-84.799174
FL,1277,Liberty,"2.183,68",30.259849,-84.868581
FL,1213,Calhoun,"1.487,46",30.388801,-85.197916
FL,1263,Jackson,"2.472,31",30.787812,-85.210374
FL,1245,Gulf,"1.956,89",29.907257,-85.256537
FL,125,Bay,"2.675,85",30.237563,-85.631348
FL,12133,Washington,"1.595,31",30.602217,-85.662797
FL,1259,Holmes,"1.266,63",30.866222,-85.812959
FL,12131,Walton,"3.210,54",30.631211,-86.176614
FL,1291,Okaloosa,"2.802,57",30.665858,-86.594194
FL,12113,Santa Rosa,"3.040,07",30.703633,-87.014255
FL,1233,Escambia,"2.265,47",30.611664,-87.33904
GA,1351,Chatham,"1.637,55",31.974756,-81.091768
GA,13103,Effingham,"1.250,78",32.361711,-81.343337
GA,13191,McIntosh,"1.486,38",31.482978,-81.370199
GA,1329,Bryan,"1.177,04",32.017969,-81.438543
GA,13179,Liberty,"1.560,54",31.807245,-81.457969
GA,13127,Glynn,"1.515,79",31.212747,-81.496517
GA,13251,Screven,"1.698,69",32.744751,-81.617585
GA,1339,Camden,"2.025,02",30.916358,-81.636516
GA,13183,Long,"1.045,87",31.749563,-81.74287
GA,1331,Bulloch,"1.783,53",32.393408,-81.74381
GA,13109,Evans,"483,99",32.151902,-81.887618
GA,13305,Wayne,"1.680,37",31.547845,-81.912376
GA,13165,Jenkins,"912,901",32.794563,-81.971524
GA,1325,Brantley,"1.158,25",31.197334,-81.982978
GA,1333,Burke,"2.162,60",33.063737,-82.00389
GA,13267,Tattnall,"1.264,82",32.043768,-82.059208
GA,1343,Candler,"644,539",32.403986,-82.071446
GA,13245,Richmond,"851,047",33.361487,-82.074998
GA,1349,Charlton,"2.026,34",30.779904,-82.139644
GA,13229,Pierce,"888,961",31.353988,-82.210427
GA,1373,Columbia,"796,692",33.550556,-82.251342
GA,131,Appling,"1.326,75",31.739712,-82.290103
GA,13107,Emanuel,"1.787,56",32.5911,-82.299763
GA,13279,Toombs,"960,867",32.126698,-82.332071
GA,135,Bacon,"740,277",31.563327,-82.387859
GA,13163,Jefferson,"1.371,83",33.051874,-82.41905
GA,13299,Ware,"2.351,68",31.050881,-82.421507
GA,13181,Lincoln,"666,398",33.792151,-82.448299
GA,13189,McDuffie,"689,941",33.482464,-82.473188
GA,13209,Montgomery,"633,752",32.172108,-82.533349
GA,13283,Treutlen,"524,342",32.409586,-82.570882
GA,13125,Glascock,"374,132",33.227491,-82.606913
GA,13161,Jeff Davis,"868,677",31.811615,-82.636825
GA,13167,Johnson,"794,072",32.689831,-82.661354
GA,13301,Warren,"742,518",33.419169,-82.688012
GA,1365,Clinch,"2.134,13",30.917653,-82.702614
GA,13309,Wheeler,"777,691",32.109276,-82.738701
GA,13317,Wilkes,"1.227,90",33.77904,-82.747922
GA,13303,Washington,"1.772,47",32.971848,-82.798112
GA,13101,Echols,"1.089,66",30.7085,-82.836132
GA,13105,Elbert,"969,216",34.115017,-82.842057
GA,1369,Coffee,"1.560,86",31.549245,-82.844938
GA,13265,Taliaferro,"505,947",33.559314,-82.875208
GA,133,Atkinson,"892,338",31.300562,-82.883614
GA,13175,Laurens,"2.119,83",32.39322,-82.926317
GA,13271,Telfair,"1.149,98",31.913639,-82.931062
GA,13147,Hart,"665,492",34.348733,-82.96329
GA,13141,Hancock,"1.239,78",33.26922,-83.000465
GA,13173,Lanier,"517,45",31.038197,-83.063164
GA,13221,Oglethorpe,"1.144,87",33.866806,-83.074081
GA,1317,Ben Hill,"657,616",31.740776,-83.14719
GA,1391,Dodge,"1.303,06",32.160656,-83.156818
GA,13133,Greene,"1.052,08",33.576836,-83.167103
GA,13319,Wilkinson,"1.170,55",32.804321,-83.175587
GA,13195,Madison,"739,669",34.128486,-83.203637
GA,13119,Franklin,"690,105",34.375155,-83.227291
GA,1319,Berrien,"1.185,91",31.274308,-83.231906
GA,139,Baldwin,"692,591",33.059532,-83.255362
GA,13185,Lowndes,"1.322,38",30.83368,-83.268967
GA,13155,Irwin,"939,551",31.604306,-83.277037
GA,13257,Stephens,"477,07",34.552914,-83.290216
GA,1323,Bleckley,"567,548",32.435403,-83.331717
GA,1359,Clarke,"313,48",33.952234,-83.36713
GA,13237,Putnam,"934,174",33.321061,-83.37179
GA,13241,Rabun,"976,122",34.883026,-83.404735
GA,13289,Twiggs,"939,218",32.665847,-83.425879
GA,1375,Cook,"603,993",31.152935,-83.429552
GA,13219,Oconee,"482,701",33.834125,-83.437728
GA,13315,Wilcox,"989,694",31.962717,-83.438262
GA,13235,Pulaski,"650,622",32.238794,-83.481855
GA,13211,Morgan,"918,463",33.593732,-83.492324
GA,1311,Banks,"605,763",34.351922,-83.498441
GA,13277,Tift,"696,161",31.457003,-83.525931
GA,13137,Habersham,"722,672",34.635108,-83.526406
GA,13169,Jones,"1.024,12",33.020226,-83.562339
GA,13157,Jackson,"888,623",34.134157,-83.565133
GA,1327,Brooks,"1.289,30",30.833696,-83.588971
GA,13287,Turner,"751,046",31.718232,-83.628567
GA,13153,Houston,"983,991",32.458381,-83.662856
GA,13159,Jasper,"967,269",33.314905,-83.687892
GA,1321,Bibb,"661,394",32.808844,-83.694193
GA,1313,Barrow,"422,016",33.992009,-83.712303
GA,13281,Towns,"445,433",34.90265,-83.732158
GA,13297,Walton,"854,696",33.782649,-83.734215
GA,13311,White,"627,315",34.643677,-83.743713
GA,1381,Crisp,"727,66",31.914753,-83.753338
GA,1371,Colquitt,"1.441,69",31.189758,-83.769741
GA,1393,Dooly,"1.028,96",32.151995,-83.807167
GA,13139,Hall,"1.111,87",34.317588,-83.818497
GA,13225,Peach,"391,867",32.571324,-83.831978
GA,13321,Worth,"1.488,61",31.551773,-83.84996
GA,13217,Newton,"723,119",33.544046,-83.855189
GA,13275,Thomas,"1.430,24",30.864616,-83.919783
GA,13207,Monroe,"1.030,33",33.017435,-83.922938
GA,1335,Butts,"487,024",33.290355,-83.958221
GA,1379,Crawford,"845,511",32.709446,-83.979182
GA,13291,Union,"852,118",34.83377,-83.989573
GA,13187,Lumpkin,"736,066",34.568149,-83.998828
GA,13135,Gwinnett,"1.131,24",33.959101,-84.022938
GA,13247,Rockdale,"342,132",33.652081,-84.02637
GA,13193,Macon,"1.051,51",32.366216,-84.052162
GA,13117,Forsyth,"640,157",34.225143,-84.127336
GA,13177,Lee,"936,884",31.818419,-84.146681
GA,13171,Lamar,"481,309",33.07446,-84.146721
