state_abr,fips,county,square_km,lat,lng
MO,2941,Chariton,"1.985,91",39.517969,-92.961621
MO,29171,Putnam,"1.345,79",40.478606,-93.014531
MO,2959,Dallas,"1.405,98",37.683583,-93.033812
MO,29213,Taney,"1.687,74",36.649827,-93.042819
MO,29115,Linn,"1.609,36",39.86444,-93.108019
MO,29211,Sullivan,"1.687,39",40.209587,-93.109783
MO,2943,Christian,"1.460,26",36.969739,-93.187614
MO,29195,Saline,"1.986,30",39.13584,-93.204164
MO,29159,Pettis,"1.777,43",38.727367,-93.285207
MO,2915,Benton,"1.949,09",38.301036,-93.287942
MO,2985,Hickory,"1.066,32",37.9367,-93.322835
MO,2977,Greene,"1.755,70",37.258196,-93.340641
MO,29167,Polk,"1.663,84",37.616761,-93.400817
MO,29209,Stone,"1.322,91",36.747857,-93.467782
MO,2933,Carroll,"1.816,60",39.427375,-93.500227
MO,29117,Livingston,"1.394,88",39.778587,-93.548201
MO,2979,Grundy,"1.134,48",40.112541,-93.565054
MO,29129,Mercer,"1.178,73",40.421414,-93.567631
MO,29185,St. Clair,"1.818,30",38.039069,-93.773077
MO,2983,Henry,"1.896,73",38.386491,-93.792628
MO,29107,Lafayette,"1.654,86",39.068705,-93.802639
MO,29101,Johnson,"2.157,96",38.74588,-93.805999
MO,29109,Lawrence,"1.588,64",37.106135,-93.833262
MO,299,Barry,"2.048,60",36.699378,-93.834326
MO,2939,Cedar,"1.291,51",37.733655,-93.850014
MO,2957,Dade,"1.311,19",37.43235,-93.854878
MO,2961,Daviess,"1.473,82",39.962839,-93.970053
MO,2925,Caldwell,"1.112,76",39.658998,-93.979179
MO,2981,Harrison,"1.881,38",40.34562,-93.992582
MO,29177,Ray,"1.486,49",39.308401,-93.995746
MO,29145,Newton,"1.622,85",36.908017,-94.334741
MO,2997,Jasper,"1.660,90",37.200865,-94.338869
MO,2913,Bates,"2.205,07",38.257217,-94.339246
MO,29217,Vernon,"2.167,38",37.850196,-94.341597
MO,2995,Jackson,"1.596,07",39.007233,-94.342507
MO,29119,McDonald,"1.397,77",36.630218,-94.343956
MO,2911,Barton,"1.545,50",37.500799,-94.344089
MO,2937,Cass,"1.819,44",38.647159,-94.354242
MO,2949,Clinton,"1.096,81",39.608723,-94.395803
MO,2975,Gentry,"1.273,54",40.209379,-94.40411
MO,2963,DeKalb,"1.102,87",39.894665,-94.40719
MO,29227,Worth,"691,059",40.480482,-94.419129
MO,2947,Clay,"1.058,45",39.315551,-94.421502
MO,29165,Platte,"1.105,42",39.378696,-94.761472
MO,293,Andrew,"1.130,35",39.988863,-94.803551
MO,2921,Buchanan,"1.073,96",39.66037,-94.808173
MO,29147,Nodaway,"2.273,69",40.360484,-94.883281
MO,2987,Holt,"1.218,21",40.095724,-95.219072
MO,295,Atchison,"1.424,83",40.431846,-95.437555
MS,28141,Tishomingo,"1.151,30",34.737699,-88.236067
MS,2857,Itawamba,"1.399,76",34.281075,-88.363127
MS,2887,Lowndes,"1.337,64",33.471424,-88.439723
MS,2895,Monroe,"1.999,72",33.89003,-88.485038
MS,28117,Prentiss,"1.083,13",34.620866,-88.52224
MS,28103,Noxubee,"1.812,94",33.10627,-88.565787
MS,283,Alcorn,"1.039,52",34.886648,-88.581014
MS,2859,Jackson,"2.702,38",30.458491,-88.619991
MS,2869,Kemper,"1.986,59",32.750136,-88.625631
MS,2841,Greene,"1.861,42",31.212846,-88.634811
MS,2839,George,"1.252,66",30.855431,-88.642268
MS,2875,Lauderdale,"1.852,24",32.403998,-88.660449
MS,2881,Lee,"1.173,72",34.288965,-88.680887
MS,28153,Wayne,"2.107,00",31.64476,-88.682057
MS,2823,Clarke,"1.796,25",32.048448,-88.685964
MS,2825,Clay,"1.077,45",33.661734,-88.783326
MS,28105,Oktibbeha,"1.196,40",33.422313,-88.876151
MS,28139,Tippah,"1.191,28",34.763618,-88.918819
MS,2817,Chickasaw,"1.305,99",33.921654,-88.945808
MS,28111,Perry,"1.684,01",31.169307,-88.988755
MS,28145,Union,"1.079,78",34.489101,-89.0023
MS,28115,Pontotoc,"1.297,64",34.227081,-89.037239
MS,28159,Winston,"1.580,12",33.078724,-89.037391
MS,2847,Harrison,"2.528,27",30.416536,-89.083376
MS,28131,Stone,"1.160,51",30.790184,-89.112297
MS,28101,Newton,"1.501,16",32.40197,-89.118412
MS,2899,Neshoba,"1.480,47",32.752518,-89.119274
MS,2861,Jasper,"1.754,64",32.016989,-89.11943
MS,2867,Jones,"1.812,24",31.621044,-89.167262
MS,289,Benton,"1.058,41",34.810773,-89.200029
MS,2819,Choctaw,"1.087,42",33.345964,-89.251332
MS,2835,Forrest,"1.217,90",31.18858,-89.259447
MS,28155,Webster,"1.096,17",33.612048,-89.283836
MS,2813,Calhoun,"1.522,81",33.936634,-89.337114
MS,2845,Hancock,"1.430,97",30.391437,-89.47985
MS,2871,Lafayette,"1.759,14",34.349298,-89.485903
MS,28129,Smith,"1.650,53",32.019034,-89.494973
MS,2893,Marshall,"1.838,29",34.76619,-89.504231
MS,2873,Lamar,"1.296,12",31.197135,-89.514952
MS,2879,Leake,"1.516,38",32.753268,-89.522568
MS,28123,Scott,"1.580,90",32.427127,-89.533209
MS,2831,Covington,"1.074,67",31.633331,-89.548897
MS,28109,Pearl River,"2.120,96",30.773791,-89.586832
MS,287,Attala,"1.908,02",33.09047,-89.588622
MS,2897,Montgomery,"1.056,43",33.500714,-89.639625
MS,28161,Yalobusha,"1.282,06",34.030669,-89.703793
MS,2843,Grenada,"1.163,95",33.770031,-89.80274
MS,2891,Marion,"1.420,92",31.230126,-89.821736
MS,2865,Jefferson Davis,"1.059,66",31.564734,-89.826626
MS,28127,Simpson,"1.529,31",31.902503,-89.917707
MS,2815,Carroll,"1.643,57",33.440795,-89.918887
MS,28137,Tate,"1.064,41",34.649553,-89.943105
MS,28121,Rankin,"2.087,75",32.262057,-89.946552
MS,28107,Panola,"1.826,28",34.365205,-89.963065
MS,2833,DeSoto,"1.287,25",34.874266,-89.99324
MS,2889,Madison,"1.921,20",32.63437,-90.03416
MS,2851,Holmes,"1.980,35",33.125942,-90.091197
MS,28147,Walthall,"1.047,41",31.164492,-90.103431
MS,2877,Lawrence,"1.128,64",31.550009,-90.10753
MS,28135,Tallahatchie,"1.689,04",33.955891,-90.172833
MS,28119,Quitman,"1.052,65",34.25264,-90.290525
MS,2883,Leflore,"1.570,52",33.54979,-90.294934
MS,28143,Tunica,"1.245,08",34.652201,-90.37177
MS,28163,Yazoo,"2.419,74",32.765675,-90.387928
MS,28113,Pike,"1.063,69",31.177517,-90.397725
MS,2829,Copiah,"2.018,80",31.866915,-90.448758
MS,2885,Lincoln,"1.523,37",31.535216,-90.453566
MS,2849,Hinds,"2.272,18",32.267924,-90.4659
MS,2853,Humphreys,"1.116,89",33.132978,-90.523911
MS,28133,Sunflower,"1.830,93",33.605529,-90.59509
MS,2827,Coahoma,"1.510,36",34.22867,-90.603165
MS,285,Amite,"1.894,83",31.203933,-90.795542
MS,28125,Sharkey,"1.126,96",32.89249,-90.827388
MS,28149,Warren,"1.602,05",32.357005,-90.851791
MS,2811,Bolivar,"2.346,06",33.799278,-90.884476
MS,2837,Franklin,"1.467,91",31.477798,-90.895884
MS,2821,Claiborne,"1.298,11",31.97281,-90.915424
MS,28151,Washington,"1.971,57",33.273131,-90.94443
MS,2855,Issaquena,"1.143,29",32.754977,-90.988552
MS,2863,Jefferson,"1.365,61",31.733633,-91.043878
MS,28157,Wilkinson,"1.781,31",31.160249,-91.325567
MS,281,Adams,"1.262,74",31.486218,-91.351781
MT,30109,Wibaux,"2.304,90",46.962866,-104.274466
MT,3025,Fallon,"4.203,70",46.318184,-104.405718
MT,3011,Carter,"8.672,00",45.516825,-104.515324
MT,3091,Sheridan,"4.418,76",48.705523,-104.533913
MT,3083,Richland,"5.447,49",47.785513,-104.563387
MT,3021,Dawson,"6.172,38",47.272425,-104.901027
MT,3085,Roosevelt,"6.136,76",48.282747,-104.99517
MT,3079,Prairie,"4.513,23",46.852434,-105.375808
MT,3019,Daniels,"3.694,62",48.794429,-105.541739
MT,3017,Custer,"9.824,39",46.261481,-105.550508
MT,3075,Powder River,"8.541,53",45.40889,-105.555259
MT,3055,McCone,"6.948,48",47.629628,-105.757222
MT,30105,Valley,"13.109,98",48.365713,-106.687883
MT,3087,Rosebud,"13.019,89",46.161734,-106.701953
MT,3033,Garfield,"12.554,90",47.281174,-106.982212
MT,30103,Treasure,"2.548,61",46.209636,-107.280494
MT,303,Big Horn,"12.987,78",45.407869,-107.518163
MT,3071,Phillips,"13.498,71",48.250155,-107.928833
MT,3069,Petroleum,"4.335,13",47.141917,-108.226575
MT,30111,Yellowstone,"6.860,96",45.936987,-108.276656
MT,3065,Musselshell,"4.845,63",46.505665,-108.436982
MT,305,Blaine,"10.978,38",48.428282,-108.967648
MT,309,Carbon,"5.340,98",45.224475,-109.028551
MT,3037,Golden Valley,"3.046,71",46.380624,-109.174586
MT,3027,Fergus,"11.267,52",47.222997,-109.22328
MT,3095,Stillwater,"4.673,85",45.663496,-109.391752
MT,30107,Wheatland,"3.699,13",46.497047,-109.857147
MT,3097,Sweet Grass,"4.822,64",45.81306,-109.941312
MT,3041,Hill,"7.552,47",48.628331,-110.106372
MT,3045,Judith Basin,"4.844,88",47.032558,-110.30532
MT,3015,Chouteau,"10.351,47",47.886837,-110.436189
MT,3067,Park,"7.286,91",45.421905,-110.532798
MT,3059,Meagher,"6.202,40",46.585706,-110.921781
MT,3051,Liberty,"3.748,17",48.559654,-111.036924
MT,3031,Gallatin,"6.817,02",45.535559,-111.173443
MT,3013,Cascade,"7.022,71",47.316443,-111.350571
MT,307,Broadwater,"3.208,37",46.334476,-111.496103
MT,30101,Toole,"5.039,51",48.645052,-111.733493
MT,3057,Madison,"9.331,19",45.319288,-111.917328
MT,3043,Jefferson,"4.296,38",46.126557,-112.056771
MT,3073,Pondera,"4.247,16",48.230312,-112.219928
MT,3099,Teton,"5.937,60",47.819035,-112.281725
MT,3049,Lewis and Clark,"9.059,04",47.122133,-112.382954
MT,3093,Silver Bow,"1.862,34",45.895959,-112.660222
MT,301,Beaverhead,"14.431,13",45.133863,-112.892869
MT,3077,Powell,"6.041,53",46.844225,-112.9311
MT,3035,Glacier,"7.865,60",48.705671,-112.990502
MT,3023,Deer Lodge,"1.919,70",46.099059,-113.139108
MT,3039,Granite,"4.488,57",46.395358,-113.425683
MT,3063,Missoula,"6.781,42",47.027263,-113.892681
MT,3029,Flathead,"13.614,12",48.314696,-114.054319
MT,3047,Lake,"4.283,11",47.642901,-114.083687
MT,3081,Ravalli,"6.216,50",46.079298,-114.119065
MT,3061,Mineral,"3.168,23",47.155213,-115.06455
MT,3089,Sanders,"7.226,03",47.756469,-115.180225
MT,3053,Lincoln,"9.518,53",48.542232,-115.404343
NC,3755,Dare,"4.047,02",35.606269,-75.767536
NC,3753,Currituck,"1.363,87",36.372174,-75.941224
NC,3795,Hyde,"3.688,21",35.408157,-76.153687
NC,3729,Camden,"803,45",36.342344,-76.162488
NC,37177,Tyrrell,"1.539,02",35.87042,-76.165345
NC,37139,Pasquotank,"749,638",36.265276,-76.260355
NC,37143,Perquimans,"852,018",36.178261,-76.404269
NC,3731,Carteret,"3.472,20",34.858313,-76.526967
NC,37187,Washington,"1.097,76",35.844589,-76.572334
NC,3741,Chowan,"604,239",36.127288,-76.60207
NC,37137,Pamlico,"1.467,88",35.147462,-76.665069
NC,3773,Gates,"895,326",36.442135,-76.702355
NC,3713,Beaufort,"2.481,77",35.482313,-76.842014
NC,3715,Bertie,"1.919,83",36.06133,-76.962367
NC,3791,Hertford,"933,313",36.363517,-76.981616
NC,3749,Craven,"2.005,07",35.118179,-77.082541
NC,37117,Martin,"1.195,30",35.841059,-77.112867
NC,37103,Jones,"1.225,62",35.03216,-77.356443
NC,37147,Pitt,"1.695,99",35.591065,-77.372404
NC,37131,Northampton,"1.426,06",36.421774,-77.398352
NC,37133,Onslow,"2.346,30",34.76346,-77.503297
NC,3765,Edgecombe,"1.312,22",35.917055,-77.602655
NC,37107,Lenoir,"1.043,30",35.238062,-77.639023
NC,3783,Halifax,"1.893,75",36.251438,-77.644842
NC,3779,Greene,"689,971",35.481933,-77.681667
NC,37129,New Hanover,"850,043",34.177466,-77.871378
NC,37141,Pender,"2.415,90",34.512581,-77.888029
NC,37195,Wilson,"967,963",35.704125,-77.918982
NC,3761,Duplin,"2.128,13",34.934403,-77.933543
NC,37127,Nash,"1.405,76",35.965945,-77.987555
NC,37191,Wayne,"1.442,24",35.362741,-78.004826
NC,37185,Warren,"1.149,34",36.397979,-78.099924
NC,3719,Brunswick,"2.719,03",34.038708,-78.227688
NC,3769,Franklin,"1.280,75",36.088241,-78.28309
NC,37101,Johnston,"2.060,35",35.513405,-78.367267
NC,37163,Sampson,"2.451,67",34.990575,-78.371382
NC,37181,Vance,"698,83",36.365481,-78.405434
NC,3717,Bladen,"2.297,73",34.591949,-78.539513
NC,3747,Columbus,"2.469,92",34.260471,-78.636378
NC,37183,Wake,"2.220,45",35.789846,-78.650624
NC,3777,Granville,"1.389,53",36.299884,-78.657634
NC,3751,Cumberland,"1.705,16",35.050192,-78.828719
NC,3785,Harnett,"1.557,37",35.368635,-78.87161
NC,3763,Durham,"771,471",36.036589,-78.877919
NC,37145,Person,"1.046,56",36.386387,-78.965471
NC,37155,Robeson,"2.463,05",34.63921,-79.100881
NC,37135,Orange,"1.039,69",36.062499,-79.119355
NC,37105,Lee,"670,918",35.476075,-79.17222
NC,3793,Hoke,"1.016,04",35.017233,-79.241964
NC,3737,Chatham,"1.838,46",35.704994,-79.251454
NC,3733,Caswell,"1.109,17",36.393097,-79.332546
NC,371,Alamance,"1.125,97",36.041974,-79.399935
NC,37165,Scotland,"829,635",34.840023,-79.477337
NC,37125,Moore,"1.828,15",35.310163,-79.480664
NC,37153,Richmond,"1.242,98",35.001957,-79.747809
NC,37157,Rockingham,"1.483,30",36.380927,-79.782889
NC,3781,Guilford,"1.703,25",36.079065,-79.788665
NC,37151,Randolph,"2.044,41",35.709915,-79.806215
NC,37123,Montgomery,"1.299,64",35.338071,-79.904196
NC,377,Anson,"1.391,07",34.974996,-80.109959
